Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Sample,Location
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,HBIPS-2,Hours of physical-restraint use,0,10037,POINT (-87.676429 41.870597)
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,TOB_2,Tobacco Use Treatment Provided or Offered,45,297,POINT (-90.229852 38.641448)
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,SUB_2,Alcohol use brief intervention provided or offered,92,137,POINT (-86.804989 36.14091)
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,(800) 449-8729,HBIPS-2,Hours of physical-restraint use,0,9659,POINT (-66.080443 18.391963)
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,SUB_2,Alcohol use brief intervention provided or offered,71,76,POINT (-119.798481 39.516208)
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,TOB_2,Tobacco Use Treatment Provided or Offered,83,210,POINT (-85.694074 38.270722)
51005F,MARTINSBURG VA MEDICAL CENTER,510 BUTLER AVE.,MARTINSBURG,WV,25405,BERKELEY,(304) 263-0811,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-77.914109 39.415543)
03012F,PHOENIX VA MEDICAL CENTER,650 E. INDIAN SCHOOL ROAD,PHOENIX,AZ,85012,MARICOPA,(602) 222-6444,SUB_2,Alcohol use brief intervention provided or offered,97,113,POINT (-112.066121 33.494745)
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,TOB_2,Tobacco Use Treatment Provided or Offered,0,0,POINT (-82.636981 30.181828999999997)
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,SUB_2,Alcohol use brief intervention provided or offered,0,0,POINT (-81.276612 28.366629)
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,SUB_2,Alcohol use brief intervention provided or offered,55,84,POINT (-111.84137500000001 40.758438)
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,(928) 445-4860,SUB_2,Alcohol use brief intervention provided or offered,98,53,POINT (-112.452652 34.554604)
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-122.503917 37.781135)
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,TOB_2,Tobacco Use Treatment Provided or Offered,59,165,POINT (-78.81373 42.95121400000001)
15003F,INDIANAPOLIS VA MEDICAL CENTER,1481 W. TENTH STREET,INDIANAPOLIS,IN,46202,MARION,(317) 554-0000,HBIPS-3,Hours of seclusion,0,4665,POINT (-86.186913 39.779717)
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-95.413756 35.765237)
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,49,95,POINT (-73.902909 40.868985)
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,HBIPS-2,Hours of physical-restraint use,0,4172,POINT (-95.724956 39.027448)
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,TOB_2,Tobacco Use Treatment Provided or Offered,74,271,POINT (-87.676429 41.870597)
23037F,DETROIT (JOHN D. DINGELL) VA MEDICAL CENTER,4646 JOHN R.,DETROIT,MI,48201,WAYNE,(313) 576-1000,HBIPS-3,Hours of seclusion,0,3910,POINT (-83.060409 42.35519)
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,TOB_2,Tobacco Use Treatment Provided or Offered,98,164,POINT (-121.29610600000001 38.572349)
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,HBIPS-3,Hours of seclusion,0,2534,POINT (-75.83691000000002 41.248299)
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,SUB_2,Alcohol use brief intervention provided or offered,73,93,POINT (-115.094049 36.284964)
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,HBIPS-3,Hours of seclusion,0,11335,POINT (-104.831002 39.743633)
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,(413) 584-4040,TOB_2,Tobacco Use Treatment Provided or Offered,97,348,POINT (-72.689068 42.348903)
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,TOB_2,Tobacco Use Treatment Provided or Offered,0,0,POINT (-103.474309 43.436405)
38004F,VA ROSEBURG HEALTHCARE SYSTEM,913 NW GARDEN VALLEY BLVD.,ROSEBURG,OR,97471,DOUGLAS,(541) 440-1000,HBIPS-3,Hours of seclusion,0,1839,POINT (-123.36593599999999 43.228267)
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,HBIPS-2,Hours of physical-restraint use,0,10676,POINT (-80.486145 35.683593)
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,TOB_2,Tobacco Use Treatment Provided or Offered,96,142,POINT (-77.344933 42.34328)
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,HBIPS-3,Hours of seclusion,0,8495,POINT (-73.306124 40.899003)
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,(509) 434-7000,HBIPS-3,Hours of seclusion,0,2717,POINT (-117.475567 47.702535)
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,84,204,POINT (-82.373087 36.311185)
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,TOB_2,Tobacco Use Treatment Provided or Offered,67,239,POINT (-84.509485 39.137762)
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,92,12,POINT (-95.388512 29.706565)
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-77.344933 42.34328)
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,(413) 584-4040,HBIPS-2,Hours of physical-restraint use,0,2126,POINT (-72.689068 42.348903)
19043F,ALEXANDRIA VA MEDICAL CENTER,2495 SHREVEPORT HIGHWAY 71 N,PINEVILLE,LA,71360,RAPIDES,(318) 473-0010,SUB_2,Alcohol use brief intervention provided or offered,82,120,POINT (-92.434224 31.354985)
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-85.108483 41.089772)
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,SUB_2,Alcohol use brief intervention provided or offered,61,127,POINT (-78.878476 35.089013)
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,75,196,POINT (-76.33085500000001 37.018442)
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,(503) 220-8262,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-122.683586 45.496307)
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,HBIPS-3,Hours of seclusion,0,0,POINT (-101.905207 35.203175)
21020F,VA MARYLAND HEALTHCARE SYSTEM - BALTIMORE,10 NORTH GREENE STREET,BALTIMORE,MD,21201,BALTIMORE CITY,(410) 605-7016,TOB_2,Tobacco Use Treatment Provided or Offered,89,227,POINT (-76.623709 39.289736)
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-79.953355 32.785313)
10065F,W PALM BEACH VA MEDICAL CENTER,7305 N. MILITARY TRAIL,WEST PALM BEACH,FL,33410,PALM BEACH,(561) 422-8600,HBIPS-2,Hours of physical-restraint use,0,6109,POINT (-80.107329 26.784077)
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,SUB_2,Alcohol use brief intervention provided or offered,59,123,POINT (-75.200386 39.949643)
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,TOB_2,Tobacco Use Treatment Provided or Offered,63,207,POINT (-98.578929 29.506888)
26009F,ST LOUIS-JOHN COCHRAN VA MEDICAL CENTER,915 NORTH GRAND,ST. LOUIS,MO,63106,ST. LOUIS,(314) 652-4100,HBIPS-3,Hours of seclusion,0,9338,POINT (-90.229852 38.641448)
01019F,VA CENTRAL ALABAMA HEALTHCARE SYSTEM - MONTGOMERY,215 PERRY HILL ROAD,MONTGOMERY,AL,36109,MONTGOMERY,(334) 260-4100,SUB_2,Alcohol use brief intervention provided or offered,100,111,POINT (-86.246406 32.37896)
13003F,BOISE VA MEDICAL CENTER,500 W. FORT STREET,BOISE,ID,83702,ADA,(208) 422-1000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-116.194686 43.619026)
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,95,76,POINT (-90.168601 32.326805)
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,TOB_2,Tobacco Use Treatment Provided or Offered,88,131,POINT (-119.780173 36.772278)
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,78,23,POINT (-85.297885 42.340162)
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,HBIPS-3,Hours of seclusion,0,11569,POINT (-84.310504 33.802903)
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,TOB_2,Tobacco Use Treatment Provided or Offered,93,59,POINT (-78.398533 40.48866700000001)
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,SUB_2,Alcohol use brief intervention provided or offered,94,109,POINT (-82.345877 29.638214)
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,73,79,POINT (-76.408065 40.314267)
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,(304) 429-0241,SUB_2,Alcohol use brief intervention provided or offered,86,21,POINT (-82.51750400000002 38.384145)
28006F,OMAHA VA MEDICAL CENTER (VA NEBRASKA WESTERN IOWA HEALTHCARE SYSTEM),4101 WOOLWORTH AVENUE,OMAHA,NE,68105,DOUGLAS,(402) 346-8800,HBIPS-2,Hours of physical-restraint use,0,3181,POINT (-95.974488 41.245158)
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,HBIPS-3,Hours of seclusion,0,0,POINT (-74.02437 40.609461)
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,(203) 932-5711,HBIPS-3,Hours of seclusion,0,5200,POINT (-72.957522 41.284944)
22009F,NORTHAMPTON VA MEDICAL CENTER,421 N MAIN ST,LEEDS,MA,1053,HAMPSHIRE,(413) 584-4040,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,82,354,POINT (-72.689068 42.348903)
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,SUB_2,Alcohol use brief intervention provided or offered,0,0,POINT (-73.96222 41.540469)
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,80,181,POINT (-95.724956 39.027448)
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-73.977119 40.736288)
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,52,143,POINT (-77.01030600000001 38.928884)
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,SUB_2,Alcohol use brief intervention provided or offered,0,0,POINT (-85.108483 41.089772)
23005F,IRON MOUNTAIN MI VA MEDICAL CENTER,325 EAST H STREET,IRON MOUNTAIN,MI,49801,DICKINSON,(906) 774-3300,SUB_2,Alcohol use brief intervention provided or offered,100,58,POINT (-88.061578 45.81147800000001)
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,TOB_2,Tobacco Use Treatment Provided or Offered,96,170,
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-84.253134 39.749383)
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM CITY,(540) 982-2463,SUB_2,Alcohol use brief intervention provided or offered,100,81,POINT (-80.02160400000001 37.276804)
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,HBIPS-3,Hours of seclusion,0,10037,POINT (-87.676429 41.870597)
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,SUB_2,Alcohol use brief intervention provided or offered,100,72,POINT (-96.776868 46.906445)
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,SUB_2,Alcohol use brief intervention provided or offered,98,58,
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-86.383787 35.910519)
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,91,23,POINT (-73.9261 41.244518)
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,HBIPS-2,Hours of physical-restraint use,0,5311,POINT (-80.960977 33.979149)
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,82,112,POINT (-80.486145 35.683593)
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,(401) 457-3042,HBIPS-3,Hours of seclusion,0,4464,POINT (-71.434938 41.833915)
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,SUB_2,Alcohol use brief intervention provided or offered,97,151,POINT (-73.977119 40.736288)
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-78.398533 40.48866700000001)
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,HBIPS-3,Hours of seclusion,0,6902,POINT (-82.373087 36.311185)
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,HBIPS-3,Hours of seclusion,0,4620,POINT (-84.509485 39.137762)
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-88.95721800000001 37.729791)
45066F,DALLAS VA MEDICAL CENTER (VA NORTH TEXAS HEALTHCARE SYSTEM),4500 S. LANCASTER ROAD,DALLAS,TX,75216,DALLAS,(214) 742-8387,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,84,154,POINT (-96.79297100000001 32.694165)
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,HBIPS-2,Hours of physical-restraint use,0,11335,POINT (-104.831002 39.743633)
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,81,197,
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,SUB_2,Alcohol use brief intervention provided or offered,90,112,POINT (-94.52786 39.067263)
42011F,COLUMBIA SC VA MEDICAL CENTER,6439 GARNERS FERRY ROAD,COLUMBIA,SC,29209,RICHLAND,(803) 695-7980,TOB_2,Tobacco Use Treatment Provided or Offered,96,189,POINT (-80.960977 33.979149)
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,TOB_2,Tobacco Use Treatment Provided or Offered,75,101,POINT (-101.905207 35.203175)
34012F,DURHAM VA MEDICAL CENTER,508 FULTON STREET,DURHAM,NC,27705,DURHAM,(919) 286-0411,TOB_2,Tobacco Use Treatment Provided or Offered,97,192,POINT (-78.937226 36.009188)
49006F,HAMPTON VA MEDICAL CENTER,100 EMANCIPATION DRIVE,HAMPTON,VA,23667,HAMPTON CITY,(757) 722-9961,HBIPS-2,Hours of physical-restraint use,0,10383,POINT (-76.33085500000001 37.018442)
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,HBIPS-2,Hours of physical-restraint use,0,1145,POINT (-103.478243 44.412816)
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,HBIPS-3,Hours of seclusion,0,0,POINT (-77.344933 42.34328)
11029F,DECATUR (ATLANTA) VA MEDICAL CENTER,1670 CLAIRMONT ROAD,DECATUR,GA,30033,DE KALB,(404) 321-6111,TOB_2,Tobacco Use Treatment Provided or Offered,86,290,POINT (-84.310504 33.802903)
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,HBIPS-3,Hours of seclusion,0,6594,POINT (-98.578929 29.506888)
01021F,TUSCALOOSA VA MEDICAL CENTER,3701 LOOP ROAD EAST,TUSCALOOSA,AL,35404,TUSCALOOSA,(205) 554-2000,HBIPS-3,Hours of seclusion,0.08,14237,POINT (-87.48930600000001 33.192627)
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,SUB_2,Alcohol use brief intervention provided or offered,78,190,POINT (-82.776924 27.813872)
37012F,MUSKOGEE VA MEDICAL CENTER,1011 HONOR HEIGHTS DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,(918) 577-3000,TOB_2,Tobacco Use Treatment Provided or Offered,77,168,POINT (-95.413756 35.765237)
04009F,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,FAYETTEVILLE,AR,72703,WASHINGTON,(479) 444-5058,TOB_2,Tobacco Use Treatment Provided or Offered,96,201,POINT (-94.157097 36.077232)
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,(304) 623-3461,TOB_2,Tobacco Use Treatment Provided or Offered,92,132,
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,TOB_2,Tobacco Use Treatment Provided or Offered,95,255,POINT (-94.21734100000002 45.567582)
33020F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - BROOKLYN,800 POLY PLACE,BROOKLYN,NY,11209,KINGS,(718) 836-6600,TOB_2,Tobacco Use Treatment Provided or Offered,0,0,POINT (-74.02437 40.609461)
39005F,ERIE VA MEDICAL CENTER,135 EAST 38TH STREET,ERIE,PA,16504,ERIE,(814) 860-2576,TOB_2,Tobacco Use Treatment Provided or Offered,87,45,POINT (-80.064715 42.102954)
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-82.636981 30.181828999999997)
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,HBIPS-3,Hours of seclusion,0,12364,
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,52,25,POINT (-82.776924 27.813872)
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,(989) 497-2500,HBIPS-3,Hours of seclusion,0,0,POINT (-83.960989 43.443673)
15004F,VA N. INDIANA HEALTHCARE SYSTEM - MARION,1700 E. 38TH STREET,MARION,IN,46953,GRANT,(765) 674-3321,SUB_2,Alcohol use brief intervention provided or offered,85,89,POINT (-85.637229 40.523747)
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,SUB_2,Alcohol use brief intervention provided or offered,100,81,POINT (-108.54079 39.077321)
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,79,85,POINT (-93.658733 41.627753)
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,(608) 372-3971,HBIPS-2,Hours of physical-restraint use,1.26,1813,POINT (-90.49392 44.001108)
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 933-4515,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-86.800922 33.504722)
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,(800) 449-8729,SUB_2,Alcohol use brief intervention provided or offered,68,59,POINT (-66.080443 18.391963)
